fund_house,scheme_type,scheme_category,scheme_code,scheme_name,cag,risk
UTI Mutual Fund,IL&FS Mutual Fund,IDF,106183,UTI Fixed Income Interval Fund - Annual Interval Plan Series - I - Regular Plan - Growth Option,22.95367045,5.294432068
UTI Mutual Fund,IL&FS Mutual Fund,IDF,106185,UTI Fixed Income Interval Fund - Annual Interval Plan Series - I ( Instn Growth Option ),23.61116136,5.929369636
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,106212,SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - GROWTH,2199.511716,73712.8381
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,106217,SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth,2238.078475,76399.95233
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,106227,SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND - RETAIL - GROWTH,22.22029318,7.756899855
SBI Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,106231,SBI SHORT TERM DEBT FUND - REGULAR PLAN -GROWTH,19.64037955,6.057679028
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,106235,Nippon India Large Cap  Fund- Growth Plan -Growth Option,28.51711591,21.25683365
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,106240,Nippon India Large Cap Fund- Growth Plan Bonus Option,28.51711591,21.25683365
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,106260,Nippon India Growth Fund Institutional Plan Dividend Plan,559.3089182,6450.994891
Invesco Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,106317,Invesco India Dynamic Equity Fund - Growth,25.51,11.36180909
UTI Mutual Fund,IL&FS Mutual Fund,IDF,106338,UTI F I I F-Annual Interval Plan Series - II - Regular Plan - Growth Option,23.07080455,6.536603663
UTI Mutual Fund,IL&FS Mutual Fund,IDF,106366,UTI Fixed  Income Interval Fund ( Quarterly Interval Plan - III) -Regular Plan - Growth Option,22.61546818,6.303086688
Sundaram Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,106370,Sundaram Global Brand Fund Growth,15.55052791,4.142960984
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,106384,UTI - Short Term Income Fund - Discontinued Regular Option -Growth Sub Option,28.99265,6.543614879
Aditya Birla Sun Life Mutual Fund,Close Ended Schemes,Income,106412,Aditya Birla Sun Life Interval Income Fund - Quarterly Series 1 - Growth - Regular Plan,22.01016818,5.611440034
UTI Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,106425,UTI India Consumer Fund - Regular Plan - Growth Option,22.88444773,8.365506471
Kotak Mahindra Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,106441,Kotak Global Emerging Market Fund - Growth,14.90490909,3.103834946
DSP Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,106597,DSP World Gold Fund - Regular Plan - Growth,12.40605455,9.105428446
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,106624,UTI - Short Term Income Fund - Regular Plan - Growth Option,20.09083864,3.560690701
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,106654,Invesco India Infrastructure Fund - Growth Option,15.39363636,4.219995868
UTI Mutual Fund,IL&FS Mutual Fund,IDF,106707,UTI Fixed Interval Income Fund (Annual Interval Fund)  Series III - Regular Plan - Growth Option,22.57436818,6.045970972
UTI Mutual Fund,IL&FS Mutual Fund,IDF,106709,UTI Fixed Interval Income Fund (Annual Interval Fund)  Series III - Instn Growth Option,23.20725455,6.664316193
HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,106736,HSBC Flexi Debt Fund-Reg.Growth,22.01904773,5.541659882
HSBC Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,106737,HSBC Flexi Debt Fund-Growth,22.70467955,6.356154451
HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,106793,HDFC Arbitrage Fund Wholesale Plan Growth Option,20.35327273,3.776165517
HDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,106796,HDFC Arbitrage Fund Retail Plan Growth Option,19.95229545,3.461011163
ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,106823,ICICI Prudential Smallcap Fund - Growth,23.16636364,11.94825496
HDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Floater Fund,106841,HDFC Floating Rate Debt Fund - Wholesale Growth Option,29.57750227,14.07414844
LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,106871,LIC MF Large Cap Fund-Regular Plan-Growth,23.13201136,8.407410493
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,106873,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Regular Plan,18.69548636,7.882225016
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,106876,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Regular Plan,16.26441364,4.12960335
Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,106979,Franklin Asian Equity Fund - Growth Plan,19.75856591,11.47553225
UTI Mutual Fund,IL&FS Mutual Fund,IDF,107071,UTI Fixed Interval Income Fund (Annual Interval Plan) Series IV - Regular Plan - Growth Option,22.10742727,6.314370147
UTI Mutual Fund,IL&FS Mutual Fund,IDF,107088,UTI Fixed  Income Interval Fund ( Half Yearly Plan - I) - Regular Plan - Growth Option,21.79030909,5.217915981
UTI Mutual Fund,IL&FS Mutual Fund,IDF,107193,UTI Fixed Income Interval Fund - Monthly Interval Plan II-Regular Plan - Growth Option,21.521625,4.945667421
UTI Mutual Fund,IL&FS Mutual Fund,IDF,107228,UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Regular Plan - Growth Option,21.51284545,5.355937904
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,107247,Franklin India Ultra Short Bond Fund - Retail - Growth,22.30991364,8.13782018
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,107248,Franklin India Ultra Short Bond Fund - Institutional - Growth,22.764275,8.90779708
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,107249,Franklin India Ultra Short Bond Fund - Super Institutional - Growth,23.39448182,10.06561791
JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,107288,JM Tax Gain Fund - Growth option,14.3294,6.129946645
Principal Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,107328,Principal Ultra Short Term Fund-Growth Option,1874.401598,28391.05597
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,107353,Invesco India Multicap Fund - Growth Option,42.06681818,37.79860351
JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,107410,JM Core 11 Fund - Growth option,7.400356818,1.964617892
Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,107477,Invesco India Gilt Fund - Growth,1800.621052,52426.31492
HDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,107524,HDFC Infrastructure Fund - Growth Option,16.13509091,9.122703264
Mirae Asset Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,107578,Mirae Asset Large Cap Fund - Growth Plan,41.64984091,60.18012777
Mirae Asset Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,107705,Mirae Asset Savings Fund-Regular Savings Plan- Growth,1469.422159,23085.12461
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,107745,Aditya Birla Sun Life Tax Relief '96 - Growth Option,26.71795455,19.28588445
LIC Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,107763,LIC MF Infrastructure Fund-Regular Plan-Growth,12.77990227,2.502734614
HSBC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,107988,HSBC Global Emerging Markets Fund - Growth,12.82481163,3.635762664
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,108167,Aditya Birla Sun Life Pure Value Fund - Growth Option,47.12026136,90.43305223
DSP Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,108202,DSP Natural Resources And New Energy Fund - Regular - Growth,27.04004545,44.10284882
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,108249,Nippon India Quant Fund -Growth Plan - Growth Option,22.41937273,7.916137183
Nippon India Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,108258,Nippon India Quant Fund -Growth Plan -Bonus Option,22.41937273,7.916137183
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,108273,Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth,217.0977659,881.6319295
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,108305,Sundaram Select Focus-Inst Growth,157.9514045,747.4974073
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,108378,Invesco India Financial Services Fund - Retail Growth,44.96136364,93.3015936
ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,108466,ICICI Prudential Bluechip Fund - Growth,35.51840909,31.48957701
Kotak Mahindra Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,108511,Kotak Dynamic Bond Fund Regular Plan Growth,21.94142045,10.33443845
IDFC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,108545,IDFC   All Seasons Bond Fund-Regular Plan-Growth,26.47299318,11.53285481
IDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,108592,IDFC Focused Equity Fund-Regular Plan-Growth,32.29959545,29.75719176
IDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,108594,IDFC Multi Cap Fund-Regular Plan-Growth,82.36939773,98.73371565
IDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,108596,IDFC Core Equity Fund-Regular Plan-Growth,38.46350682,37.23132923
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,108632,IDFC Low Duration Fund -Regular Plan- Growth,24.07821818,9.139335356
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,108690,IDFC Cash Fund -Regular Plan-Growth,2053.772571,52991.98654
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,108728,IDFC Bond Fund - Medium Term Plan -Regular Plan- Growth Option,28.72012727,12.91066566
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund with 10 year constant duration,108753,IDFC GSF -Constant Maturity Plan - Regular Plan- Growth,25.66329545,19.74391178
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,108756,IDFC-Money Manager Fund - Regular Plan- Growth,26.41455227,8.37932918
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,108765,IDFC Bond Fund - Income Plan - Regular Plan- Growth Option,41.243475,29.42730059
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,108768,IDFC Bond Fund - Short Term Plan - Regular Plan-Growth,34.85253636,19.14251909
IDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,108799,IDFC Large Cap Fund-Regular Plan-Growth,27.97928636,15.58621648
IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,108845,IDFC  Arbitrage Fund-Regular Plan- Growth,21.52108182,4.452871049
IDFC Mutual Fund,Open Ended Schemes,Equity Scheme - Value Fund,108909,IDFC Sterling Value Fund -Regular Plan-Growth,43.418925,71.18726539
IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Equity Savings,108995,IDFC Equity Savings Fund-Regular Plan-Growth,18.51721364,1.999593528
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,109059,Sundaram Financial Services Opportunities Fund Reg Growth,34.61594091,38.32371609
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,109061,Sundaram Financial Services Opportunities Fund Inst  Growth,36.68318409,47.41988032
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,109254,BOI AXA Liquid Fund- Regular Plan- Growth,1934.359145,46905.71854
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,109269,BOI AXA Ultra Short Duration Fund- Regular Plan- Growth,2041.713705,67901.41244
quant Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,109275,Quant Focused Fund - Growth Option,27.78769773,16.89588311
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,109353,Canara Robeco Liquid Fund-Regular Plan-Growth,2027.892327,48911.49727
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,109371,Canara Robeco Ultra Short Term Fund - Regular Plan - Growth,2547.168732,70223.28768
ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,109445,ICICI Prudential Banking and Financial Services Fund -  Growth,50.17568182,136.7570427
UTI Mutual Fund,IL&FS Mutual Fund,IDF,109465,UTI F I I F Series II -Quarterly Interval Plan - IV -Regular Plan - Growth Option,20.71825909,4.668937643
JM Financial Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,109522,JM Multicap Fund - Growth option,26.95317273,21.93865887
UTI Mutual Fund,IL&FS Mutual Fund,IDF,109617,UTI F I I F Series II -Quarterly Interval Plan - V - Regular Plan - Growth Option,20.59326136,5.065469306
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,109717,Nippon India Gilt Securities Fund - Institutional Plan-Growth Plan -Growth Option,22.87371818,13.07880818
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,109720,Nippon India Gilt Securities Fund -Growth Plan - Growth Option,22.67548182,12.57784169
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,109740,ICICI Prudential Bond Fund - Growth,23.78985227,9.37234831
quant Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,109830,Quant Consumption Fund - Growth Option,22.58650455,16.15162361
UTI Mutual Fund,IL&FS Mutual Fund,IDF,110024,UTI F I I F Series II -Quarterly Interval Plan - VI-Regular Plan - Growth Option,20.70554773,5.228702111
UTI Mutual Fund,IL&FS Mutual Fund,IDF,110468,UTI F I I F Series II -Quarterly Interval Plan - VII - Regular Plan - Growth Option,20.60509318,4.595818733
BOI AXA Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,110599,BOI AXA Large & Mid Cap Equity Fund Eco Plan- Growth,32.75613636,20.19715098
BOI AXA Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,110603,BOI AXA Large & Mid Cap Equity Fund Regular Plan- Growth,31.26545455,16.54782479
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,111349,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Regular Plan,21.88660682,2.915388019
Principal Mutual Fund,Open Ended Schemes,Equity Scheme - Large & Mid Cap Fund,111381,Principal Emerging Bluechip Fund - Growth Option,89.23318182,285.5724399
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,111524,IDFC Dynamic Bond Fund -Regular Plan-GROWTH,20.63026136,8.081488998
IDFC Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,111525,IDFC GSF - Investment Plan -Regular Plan-GROWTH,20.50165,9.581507811
Quantum Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,111549,Quantum Tax Saving Fund - Direct Plan Growth Option,46.30454545,44.82195207
IDFC Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,111569,IDFC Tax Advantage  (ELSS) Fund-Regular Plan-Growth,47.343175,65.97237976
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,111585,BOI AXA Short Term Income Fund-Regular Plan- Growth,17.5212,2.376188978
UTI Mutual Fund,Open Ended Schemes,Hybrid Scheme - Multi Asset Allocation,111599,UTI - Multi Asset Fund - Regular Plan - Growth Option,31.12737045,8.362722016
Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,111638,Edelweiss Long Term Equity Fund (Tax Savings) - Regular Plan - Growth Option,41.03272727,27.33248802
Mirae Asset Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,111646,Mirae Asset Cash Management Fund - Growth,1775.935195,38996.44524
Baroda Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,111704,BARODA LIQUID FUND - Plan A - GROWTH OPTION,1939.740659,49660.86123
BOI AXA Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,111709,BOI AXA Tax Advantage Fund-ECO Plan-Growth,48.0025,76.3474733
BOI AXA Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,111710,BOI AXA Tax Advantage Fund-Regular Plan- Growth,45.90454545,62.79875207
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,111712,BOI AXA Conservative Hybrid Fund-Regular Plan-Growth,18.91897727,2.818225926
BOI AXA Mutual Fund,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,111715,BOI AXA Conservative Hybrid Fund-ECO Plan-Growth,19.20025682,3.053740293
Canara Robeco Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,111722,Canara Robeco Equity Taxsaver Fund - Regular Plan - Growth,54.87931818,73.92722908
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,111743,Nippon India Low Duration Fund - Retail Plan - Growth Plan -Bonus Option,1681.3602,35675.21811
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,111746,Nippon India Low Duration Fund -Growth Plan -Bonus Option,1358.353298,26334.19552
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,111748,Nippon India Low Duration Fund - Retail Plan - Growth Plan - Growth Option,2256.362936,64238.18579
Nippon India Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,111753,Nippon India Low Duration Fund- Growth Plan - Growth Option,2339.541323,78120.1649
Taurus Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,111787,Taurus Ethical Fund - Regular Plan - Growth Option,45.5075,32.08074148
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,111803,Aditya Birla Sun Life Medium Term Plan - Growth - Regular Plan,20.61245227,3.940781295
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,111848,Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth,20.15253864,3.608193846
Taurus Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,111915,Taurus Liquid Fund - Regular Plan - SI Growth Option,1743.935293,19362.32999
Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,111935,Edelweiss Large Cap Fund -Plan B - Growth option,30.21545455,20.03913843
Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,111937,Edelweiss Large Cap Fund -Plan C - Growth option,29.81863636,19.51286632
Edelweiss Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,111940,Edelweiss Large Cap Fund - Regular Plan - Growth option,30.06113636,19.85147825
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,111941,Sundaram Mid Cap Fund -Institutional Growth,436.5836136,5490.423345
ICICI Prudential Mutual Fund,Open Ended Schemes,Equity Scheme - Focused Fund,111957,ICICI Prudential Focused Equity Fund - Growth,26.32454545,10.38875207
Canara Robeco Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,111962,Canara Robeco Dynamic Bond Fund - Regular Plan - Growth,19.11798864,5.446527999
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,111987,ICICI Prudential Corporate Bond Fund - Growth,17.44502273,5.205606849
Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,112012,Edelweiss Aggressive Hybrid Fund- Plan B-Growth Option,22.06181818,6.645755785
Baroda Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112029,Baroda Treasury Advantage Fund- Plan A- Growth Option,1799.59428,70178.60125
Baroda Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112031,Baroda Treasury Advantage Fund- Regular Plan - Growth Option,1758.853734,65622.56339
Quantum Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,112039,Quantum Equity Fund of Funds - Direct Plan Growth Option,30.34122727,21.0037309
Sundaram Mutual Fund,Open Ended Schemes,Equity Scheme - Small Cap Fund,112064,Sundaram Small Cap Fund -iNST Growth,82.76504091,229.5261678
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112077,UTI MMF - Regular Plan - Growth Option,1868.813286,48861.46454
UTI Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,112083,UTI - Ultra Short Term Fund - Discontinued - INSTN GROWTH OPTION,1933.318793,46089.47615
Aditya Birla Sun Life Mutual Fund,Open Ended Schemes,Hybrid Scheme - Arbitrage Fund,112088,Aditya BIRLA SUN LIFE ARBITRAGE FUND - REGULAR PLAN - GROWTH,17.52329091,2.972247562
Kotak Mahindra Mutual Fund,Open Ended Schemes,Equity Scheme - Multi Cap Fund,112090,Kotak Standard Multicap Fund - Growth,29.22311364,26.03293156
Franklin Templeton Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,112092,Franklin Build India Fund Growth Plan,34.98397955,32.18270355
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Dynamic Bond,112096,ICICI Prudential All Seasons Bond Fund - Growth,21.03695,9.313652328
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,112098,Invesco India Largecap Fund - Growth,24.51159091,11.30265429
Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Aggressive Hybrid Fund,112108,Edelweiss Aggressive Hybrid Fund - Regular Plan - Growth Option,22.35863636,6.804711777
Edelweiss Mutual Fund,Open Ended Schemes,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,112117,Edelweiss Balanced Advantage Fund - Regular Plan - Growth Option,21.19522727,6.086170403
Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112120,Invesco India Money Market Fund - Regular - Growth,1813.218466,37180.11266
Invesco Mutual Fund,Open Ended Schemes,Debt Scheme - Money Market Fund,112123,Invesco India Money Market Fund - Growth,1943.232002,52633.77369
DSP Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,112126,DSP World Energy Fund - Regular Plan - Growth,12.48398182,1.231228209
Canara Robeco Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,112152,Canara Robeco Consumer Trends Fund - Regular Plan - Growth Option,32.66545455,38.70742934
Invesco Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,112171,Invesco India PSU Equity Fund - Growth,16.37022727,5.082984039
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,112210,Axis Liquid Fund - Regular Plan - Growth Option,1865.232366,44479.1414
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112214,Axis Treasury Advantage Fund - Regular Plan - Growth Option,1901.98815,55665.61671
Axis Mutual Fund,Open Ended Schemes,Equity Scheme - Large Cap Fund,112277,Axis Bluechip Fund - Regular Plan - Growth,23.72272727,19.51125165
DSP Mutual Fund,Open Ended Schemes,Other Scheme - FoF Overseas,112293,DSP World Mining Fund - Regular Plan - Growth,7.431820455,2.057114812
Franklin Templeton Mutual Fund,Open Ended Schemes,Debt Scheme - Medium Duration Fund,112304,Franklin India Income Opportunities Fund - Growth,19.64827955,4.868858869
Axis Mutual Fund,Open Ended Schemes,Equity Scheme - ELSS,112323,Axis Long Term Equity Fund - Regular Plan - Growth,37.60063182,40.24839198
IDFC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,112327,IDFC  Asset Allocation Fund Of Fund-Conservative Plan-Regular Plan-Growth,19.21812045,4.639820929
IDFC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,112329,IDFC  Asset Allocation Fund Of Fund-Moderate Plan-Regular Plan-Growth,20.31065227,4.625830062
IDFC Mutual Fund,Open Ended Schemes,Other Scheme - FoF Domestic,112332,IDFC  Asset Allocation Fund Of Fund-Aggressive Plan-Regular Plan-Growth,20.615275,4.785343066
ICICI Prudential Mutual Fund,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,112342,ICICI Prudential Banking and PSU Debt Fund - Growth,19.39672727,6.569567939
IDFC Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,112353,IDFC Regular Savings Fund -Regular Plan-Growth,19.65004318,4.333592852
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,112354,Axis Short Term Fund - Regular Plan - Growth Option,18.53412727,5.587746913
BOI AXA Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,112359,BOI AXA Manufacturing & Infrastructure Fund-Growth,14.27681818,5.797085331
Essel Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,112408,Essel Ultra Short Term Fund - Regular Plan-Growth Option,1845.810677,39220.83747
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,112410,L&T Triple Ace Bond Fund-Regular Plan-Growth,43.30260227,30.9560796
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Ultra Short Duration Fund,112423,L&T Ultra Short Term Fund - Regular Plan - Growth,27.74807727,11.290121
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Gilt Fund,112429,L&T Gilt Fund - Regular Plan - Growth,42.45824091,28.34828877
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,112457,L&T Liquid Fund -Regular Plan - Growth,2320.930412,69608.34546
L&T Mutual Fund,Open Ended Schemes,Hybrid Scheme - Conservative Hybrid Fund,112487,L&T Conservative Hybrid Fund- Regular Plan - Growth,31.98934773,10.26809447
L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Mid Cap Fund,112496,L&T Mid Cap Fund-Regular Plan-Growth,115.0645455,509.4846839
L&T Mutual Fund,Open Ended Schemes,Equity Scheme - Sectoral/ Thematic,112600,L&T Infrastructure Fund - Regular Plan - Growth,13.6875,7.874023295
L&T Mutual Fund,Open Ended Schemes,Debt Scheme - Credit Risk Fund,112632,L&T Credit Risk Fund - Regular Plan - Growth,18.93151136,3.749250838
Essel Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,112636,Essel Liquid Fund-Regular Plan-Growth Option,1859.329258,44265.99269
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Liquid Fund,112713,Axis Liquid Fund - Retail Plan - Growth Option,1774.341597,34239.76917
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Low Duration Fund,112717,Axis Treasury Advantage Fund - Retail Plan - Growth Option,1788.386084,45498.49689
Axis Mutual Fund,Open Ended Schemes,Debt Scheme - Short Duration Fund,112721,Axis Short Term Fund - Retail Plan - Growth Option,18.32505909,5.462625517
